ID,Age,Gender,Marital_status,Num_comp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_._time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime.week.,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
741,0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3,1
742,0,0,0,1,0,1,0,0,1,0,1,0,2,1,2,1,1,2,0,0,0,0,0,1,0,0,NA,0,2,3,3,4,0
743,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
744,0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,NA,1,3,4,3,2,1
745,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,2,1,0,1,0,1,1,0,0,1,1,3,2,3,3,1
746,0,1,0,0,0,1,1,1,0,0,1,1,2,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,2,4,3,1,0
747,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
748,0,0,0,0,1,1,4,1,0,1,1,1,2,0,1,0,1,3,1,1,1,0,0,1,0,0,NA,0,3,4,4,3,1
749,3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,NA,0,4,3,2,3,1
750,1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4,0
751,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
752,2,0,0,1,3,2,2,1,0,1,0,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,NA,0,4,2,4,2,0
753,1,1,1,0,1,0,2,1,0,1,1,1,2,0,2,0,1,2,1,1,0,0,0,1,0,0,0,0,1,1,1,4,1
754,0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2,1
755,1,0,0,2,2,3,1,1,0,0,1,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,NA,0,0,1,2,1,0
756,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
757,0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,NA,0,3,2,2,4,1
758,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,NA,1,4,4,4,3,1
759,0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3,1
760,0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,NA,1,3,3,2,3,1
761,1,1,1,0,3,4,3,0,1,1,1,0,0,0,1,0,1,4,1,0,1,1,1,1,1,0,1,0,4,2,3,3,0
762,2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,NA,1,2,2,0,4,0
763,2,0,0,3,2,4,1,0,0,0,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,NA,0,3,2,2,4,0
764,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,2,3,3,0
765,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2,1
766,0,1,0,0,1,1,2,1,1,1,1,0,1,2,2,0,1,3,1,1,0,0,0,1,0,1,1,0,4,3,2,2,0
767,0,1,1,1,1,1,1,2,0,0,1,1,0,1,2,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3,1
768,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
769,0,1,0,1,0,0,0,2,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,3,2,2,3,0
770,1,0,0,1,1,2,1,1,1,0,1,1,2,2,2,0,1,2,1,0,0,0,0,1,0,0,NA,0,3,2,0,3,0
771,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
772,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,NA,1,0,2,3,4,1
773,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,0,1,4,1,0,0,0,0,1,0,1,NA,1,3,3,3,3,0
774,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,2,3,2,3,1
775,1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4,0
776,0,1,0,0,0,1,1,1,0,0,1,1,2,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,2,4,3,1,0
777,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,2,1,0,1,0,1,1,0,0,1,1,3,2,3,3,1
778,1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2,1
779,0,0,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,NA,1,3,2,3,3,1
780,2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,NA,1,3,1,1,4,1
781,2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,NA,1,4,2,2,3,1
782,2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,NA,1,3,1,1,4,1
783,0,0,0,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,0,1,0,0,1,1,0,0,NA,1,4,2,3,3,1
784,0,1,0,1,0,1,0,0,1,0,0,1,2,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,3,4,1,2,0
785,2,0,1,1,3,2,1,0,1,0,0,1,1,2,2,0,1,2,0,0,0,0,1,0,0,0,NA,0,2,3,2,4,0
786,0,1,0,1,0,1,0,0,1,0,0,1,2,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,3,4,1,2,0
787,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
788,1,1,1,1,2,2,2,1,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,1,1,4,3,4,2,0
789,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,0,NA,1,3,1,4,3,1
790,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,NA,0,4,2,3,1,1
791,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
792,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,NA,1,4,4,4,3,1
793,1,0,0,0,1,2,1,2,1,0,1,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,NA,1,3,2,3,4,1
794,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
795,2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,NA,1,2,2,0,4,0
796,0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2,1
797,1,0,0,0,1,3,1,0,0,0,0,1,1,1,2,0,1,2,0,0,0,0,0,1,0,0,NA,0,4,3,3,4,0
798,0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0
799,0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,NA,1,3,3,2,3,1
800,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4,0
801,1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4,0
802,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,2,3,2,0
803,2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,NA,1,3,1,1,4,1
804,2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4,1
805,2,0,0,1,3,2,2,1,0,1,0,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,NA,0,4,2,4,2,0
806,2,1,1,2,2,3,1,0,1,0,1,1,2,2,2,0,1,4,0,0,0,0,0,1,0,1,0,1,0,2,0,3,0
807,1,1,0,0,1,2,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,3,0
808,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
809,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
810,0,1,0,0,0,1,1,1,0,0,1,1,2,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,2,4,3,1,0
811,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,1,0,0,1,0,0,0,NA,0,2,2,0,1,0
812,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
813,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
814,1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2,1
815,1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,NA,1,4,2,1,4,0
816,1,1,0,0,2,1,4,1,0,1,1,1,2,1,2,1,1,3,1,1,1,0,0,1,0,1,0,0,3,3,4,2,1
817,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
818,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4,0
819,2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,NA,1,4,2,2,3,1
820,1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
821,1,1,0,0,1,2,1,0,0,0,1,1,1,1,1,0,1,2,1,0,0,1,0,1,1,0,1,1,4,4,0,2,1
822,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2,1
823,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
824,1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,3,4,4,2,1
825,1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3,0
826,0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,NA,0,3,2,2,4,1
827,1,1,0,1,1,3,1,2,1,0,0,1,1,0,0,1,1,2,1,0,1,0,0,1,1,0,1,0,3,2,3,3,1
828,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2,1
829,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4,0
830,1,0,0,0,1,3,1,0,0,0,0,1,1,1,2,0,1,2,0,0,0,0,0,1,0,0,NA,0,4,3,3,4,0
831,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
832,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
833,1,1,1,1,2,2,2,1,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,1,1,4,3,4,2,0
834,1,0,0,0,1,3,1,0,0,0,0,1,1,1,2,0,1,2,0,0,0,0,0,1,0,0,NA,0,4,3,3,4,0
835,2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4,1
836,1,0,0,0,2,1,1,2,1,1,1,1,1,0,2,0,1,3,1,0,0,0,1,1,0,0,NA,1,4,2,1,3,1
837,1,1,1,0,1,3,1,2,0,0,1,1,1,1,0,1,1,2,1,0,0,0,0,1,1,0,1,1,4,3,3,2,1
838,1,1,1,1,2,2,2,1,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,1,1,4,3,4,2,0
839,2,0,0,3,2,4,1,0,0,0,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,NA,0,3,2,2,4,0
840,1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,NA,1,4,2,1,4,0
841,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,NA,1,1,2,3,2,1
842,2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,0,1,0,3,1
843,1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4,0
844,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2,1
845,2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4,0
846,2,1,1,2,2,3,1,0,1,0,1,1,2,2,2,0,1,4,0,0,0,0,0,1,0,1,0,1,0,2,0,3,0
847,1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4,1
848,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,3,0,0,1,0,1,1,0,0,NA,0,4,2,3,4,0
849,0,1,1,2,1,1,1,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0
850,1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4,0
851,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
852,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
853,1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,NA,1,4,2,1,4,0
854,2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4,0
855,1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4,0
856,0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3,0
857,1,0,0,0,1,2,1,2,1,0,1,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,NA,1,3,2,3,4,1
858,3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,NA,0,4,3,2,3,1
859,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,4,3,3,1
860,0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,NA,1,3,4,3,2,1
861,1,0,0,1,1,1,1,0,1,1,0,1,2,0,2,0,1,2,1,0,0,0,1,1,0,1,NA,1,4,3,2,3,1
862,0,1,1,2,1,1,1,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0
863,0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4,1
864,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
865,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
866,0,1,1,0,1,1,2,1,1,1,1,0,1,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,4,2,2,2,0
867,0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2,0
868,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0
869,1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
870,0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0
871,3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,NA,0,4,1,0,2,1
872,2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4,0
873,1,1,1,2,3,3,1,1,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0
874,2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,NA,1,4,2,2,3,1
875,1,1,0,0,1,2,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,3,0
876,1,0,1,0,1,2,1,0,1,0,1,1,1,2,2,0,1,0,0,0,1,1,1,1,1,0,NA,1,4,2,3,3,0
877,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1,0
878,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2,1
879,2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,0,1,0,3,1
880,2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,NA,1,2,2,0,4,0
881,0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4,1
882,2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4,1
883,0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,NA,1,3,3,2,3,1
884,2,0,0,0,1,2,1,0,1,0,1,1,1,2,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,4,2,3,4,1
885,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2,1,0,2,1,1,1,0,0,1,0,1,NA,1,4,2,4,2,1
886,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,2,0
887,2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4,1
888,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
889,2,0,0,0,1,4,0,0,1,0,0,1,2,1,1,0,1,4,1,0,0,0,0,0,0,0,NA,0,0,2,0,4,0
890,0,1,1,2,1,1,1,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0
891,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
892,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
893,1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4,0
894,1,1,1,0,1,1,2,0,0,1,1,1,1,1,2,1,0,3,0,0,1,0,1,1,0,0,NA,0,4,2,3,4,0
895,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2,1,0,2,1,1,1,0,0,1,0,1,NA,1,4,2,4,2,1
896,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
897,1,1,0,3,2,3,3,2,1,1,1,1,0,2,1,1,1,2,1,0,0,0,1,1,1,0,0,0,3,2,1,4,0
898,1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4,1
899,1,1,1,1,2,2,2,1,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,1,1,4,3,4,2,0
900,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,NA,0,4,0,3,1,0
901,2,0,0,2,2,1,3,0,0,1,0,1,1,1,1,1,1,3,0,1,0,1,1,1,0,0,NA,1,4,4,3,1,1
902,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
903,3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,NA,0,4,1,0,2,1
904,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,3,0,0,1,0,1,1,0,0,NA,0,4,2,3,4,0
905,1,1,1,0,0,1,0,1,0,1,1,0,2,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0,3,2,4,3,0
906,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,3,0,0,1,0,1,1,0,0,NA,0,4,2,3,4,0
907,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
908,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,2,3,2,0
909,2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,0,1,0,3,1
910,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,NA,0,4,2,3,1,1
911,1,0,1,1,2,1,0,2,0,0,0,1,2,0,2,1,1,2,1,0,1,1,0,1,0,0,NA,0,3,1,3,3,0
912,0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3,0
913,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,1,0,0,NA,1,0,2,2,2,1
914,0,1,0,1,0,1,0,0,1,0,0,1,2,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,3,4,1,2,0
915,0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3,0
916,0,0,0,0,2,2,1,0,1,0,0,1,1,2,2,0,1,4,0,0,0,1,1,1,0,0,NA,0,4,2,3,3,0
917,0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,2,1,0,1,0,0,1,0,0,NA,1,3,2,2,3,1
918,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,NA,0,4,2,3,2,1
919,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,NA,1,2,2,3,3,1
920,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
921,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
922,1,0,1,1,2,1,0,2,0,0,0,1,2,0,2,1,1,2,1,0,1,1,0,1,0,0,NA,0,3,1,3,3,0
923,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
924,1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,NA,1,4,2,1,4,0
925,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
926,1,1,0,1,3,1,1,0,1,0,1,1,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,3,2,3,2,0
927,1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3,1
928,1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,3,4,4,2,1
929,1,0,0,2,2,3,1,1,0,0,1,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,NA,0,0,1,2,1,0
930,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4,0
931,1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,4,1,0,0,0,0,1,0,0,1,0,4,1,0,4,0
932,0,1,0,1,3,1,1,0,1,0,1,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,3,2,3,4,0
933,0,0,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,NA,1,1,3,3,2,1
934,1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3,1
935,1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4,0
936,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
937,0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4,1
938,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
939,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,NA,1,2,2,3,3,1
940,0,1,0,0,2,1,2,0,1,1,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,3,4,2,1
